Orthogroup	cleaned_Carassius_auratus.ASM336829v1.pep.all	cleaned_Cyprinus_carpio_carpio.Cypcar_WagV4.0.pep.all	cleaned_Larimichthys_crocea.L_crocea_2.0.pep.all	cleaned_Oryzias_sinensis.ASM858656v1.pep.all	cleaned_Sinocyclocheilus_anshuiensis.SAMN03320099.WGS_v1.1.pep.all	cleaned_Sinocyclocheilus_grahami.SAMN03320097.WGS_v1.1.pep.all	Total
OG0018265	1	3	0	0	3	3	10
OG0018266	3	3	1	1	1	1	10
OG0018267	2	2	1	1	2	2	10
OG0018268	2	2	1	1	2	2	10
OG0018269	1	4	1	2	1	1	10
OG0018270	1	2	1	1	3	2	10
OG0018271	2	3	1	1	2	1	10
OG0018272	1	4	1	1	2	1	10
OG0018273	1	3	1	1	2	2	10
OG0018274	2	2	1	1	2	2	10
OG0018275	1	5	1	1	1	1	10
OG0018276	1	1	3	2	1	2	10
OG0018277	1	3	0	0	2	4	10
OG0018278	1	3	1	1	2	2	10
OG0018279	2	1	1	3	2	1	10
OG0018280	2	2	2	1	2	1	10
OG0018281	2	1	1	0	2	4	10
OG0018282	3	1	0	0	1	5	10
OG0018283	2	1	1	1	2	3	10
OG0018284	1	3	1	2	1	2	10
OG0018285	5	0	0	0	3	2	10
OG0018286	1	3	2	1	1	2	10
OG0018287	1	2	1	2	2	2	10
OG0018288	1	2	1	1	2	3	10
OG0018289	1	2	1	1	1	4	10
OG0018290	2	2	1	1	2	2	10
OG0018291	2	1	1	2	2	2	10
OG0018292	1	3	1	1	1	3	10
OG0018293	2	2	1	1	2	2	10
OG0018294	2	4	1	0	2	1	10
OG0018295	1	2	1	1	2	3	10
OG0018296	1	4	1	1	1	2	10
OG0018297	1	3	1	1	2	2	10
OG0018298	1	2	1	1	3	2	10
OG0018299	3	0	1	1	1	4	10
OG0018300	2	2	1	2	2	1	10
OG0018301	2	1	1	1	2	3	10
OG0018302	5	1	3	0	1	0	10
OG0018303	2	0	1	1	2	4	10
OG0018304	2	2	1	2	2	1	10
OG0018305	2	3	1	0	1	3	10
OG0018306	1	3	1	2	2	1	10
OG0018307	1	2	1	1	3	2	10
OG0018308	2	2	1	1	2	2	10
OG0018309	2	2	0	0	3	3	10
OG0018310	10	0	0	0	0	0	10
OG0018311	1	3	2	1	2	1	10
OG0018312	1	2	1	2	2	2	10
OG0018313	2	2	1	1	2	2	10
OG0018314	3	1	1	2	2	1	10
OG0018315	2	2	1	1	2	2	10
OG0018316	2	2	1	1	2	2	10
OG0018317	3	4	0	0	1	2	10
OG0018318	2	5	1	1	0	1	10
OG0018319	1	2	1	3	2	1	10
OG0018320	2	3	0	0	3	2	10
OG0018321	1	6	0	0	1	2	10
OG0018322	2	2	1	1	3	1	10
OG0018323	3	3	2	1	1	0	10
OG0018324	2	2	3	1	1	1	10
OG0018325	2	1	3	2	2	0	10
OG0018326	2	2	1	1	2	2	10
OG0018327	1	2	1	2	2	2	10
OG0018328	2	2	1	1	2	2	10
OG0018329	1	3	1	1	2	2	10
OG0018330	5	1	0	0	3	1	10
OG0018331	1	3	1	0	2	3	10
OG0018332	2	1	2	1	2	2	10
OG0018333	2	2	1	1	2	2	10
OG0018334	1	2	2	2	2	1	10
OG0018335	2	2	1	1	2	2	10
OG0018336	2	2	1	1	2	2	10
OG0018337	2	1	2	2	2	1	10
OG0018338	2	2	0	0	1	5	10
OG0018339	2	3	1	1	2	1	10
OG0018340	2	2	1	2	2	1	10
OG0018341	1	1	3	1	3	1	10
OG0018342	1	9	0	0	0	0	10
OG0018343	1	2	1	4	1	1	10
OG0018344	1	1	5	0	1	2	10
OG0018345	2	2	2	0	1	3	10
OG0018346	1	5	1	0	1	2	10
OG0018347	1	1	2	2	2	2	10
OG0018348	0	10	0	0	0	0	10
OG0018349	0	10	0	0	0	0	10
OG0018350	0	2	1	1	4	2	10
OG0018351	0	8	0	0	1	1	10
OG0018352	0	10	0	0	0	0	10
OG0018353	0	8	0	0	1	1	10
OG0018354	0	4	4	1	1	0	10
OG0018355	0	2	5	0	1	2	10
OG0018356	0	10	0	0	0	0	10
OG0018357	0	10	0	0	0	0	10
OG0018358	0	5	1	1	1	2	10
OG0018359	0	10	0	0	0	0	10
OG0018360	0	10	0	0	0	0	10
OG0018361	0	2	3	2	2	1	10
OG0018362	0	10	0	0	0	0	10
OG0018363	0	10	0	0	0	0	10
OG0018364	0	6	0	0	4	0	10
OG0018365	0	10	0	0	0	0	10
OG0018366	0	6	0	0	4	0	10
OG0018367	0	2	0	0	7	1	10
OG0018368	0	2	0	0	3	5	10
OG0018369	0	10	0	0	0	0	10
OG0018370	0	5	3	1	1	0	10
OG0018371	0	7	1	1	0	1	10
OG0018372	0	3	3	3	0	1	10
OG0018373	0	4	0	0	6	0	10
OG0018374	0	1	1	0	6	2	10
OG0018375	0	0	5	5	0	0	10
OG0018376	0	0	8	2	0	0	10
OG0018377	0	0	9	1	0	0	10
OG0018378	0	0	10	0	0	0	10
OG0018379	0	0	10	0	0	0	10
OG0018380	0	0	10	0	0	0	10
OG0018381	0	0	4	6	0	0	10
OG0018382	0	0	3	7	0	0	10
OG0018383	0	0	5	5	0	0	10
OG0018384	0	0	10	0	0	0	10
OG0018385	0	0	9	1	0	0	10
OG0018386	0	0	1	2	1	6	10
OG0018387	0	0	10	0	0	0	10
OG0018388	0	0	10	0	0	0	10
OG0018389	0	0	10	0	0	0	10
OG0018390	0	0	10	0	0	0	10
OG0018391	0	0	10	0	0	0	10
OG0018392	0	0	10	0	0	0	10
OG0018393	0	0	10	0	0	0	10
OG0018394	0	0	7	3	0	0	10
OG0018395	0	0	2	8	0	0	10
OG0018396	0	0	7	3	0	0	10
OG0018397	0	0	10	0	0	0	10
OG0018398	0	0	8	2	0	0	10
OG0018399	0	0	10	0	0	0	10
OG0018400	0	0	10	0	0	0	10
OG0018401	0	0	10	0	0	0	10
OG0018402	0	0	10	0	0	0	10
OG0018403	0	0	10	0	0	0	10
OG0018404	0	0	10	0	0	0	10
OG0018405	0	0	9	1	0	0	10
OG0018406	0	0	9	1	0	0	10
OG0018407	0	0	10	0	0	0	10
OG0018408	0	0	5	5	0	0	10
OG0018409	0	0	10	0	0	0	10
OG0018410	0	0	10	0	0	0	10
OG0018411	0	0	1	4	3	2	10
OG0018412	0	0	10	0	0	0	10
OG0018413	0	0	10	0	0	0	10
OG0018414	0	0	6	4	0	0	10
OG0018415	0	0	10	0	0	0	10
OG0018416	0	0	1	9	0	0	10
OG0018417	0	0	10	0	0	0	10
OG0018418	0	0	1	9	0	0	10
OG0018419	0	0	10	0	0	0	10
OG0018420	0	0	10	0	0	0	10
OG0018421	0	0	10	0	0	0	10
OG0018422	0	0	10	0	0	0	10
OG0018423	0	0	10	0	0	0	10
OG0018424	0	0	0	10	0	0	10
OG0018425	0	0	0	10	0	0	10
OG0018426	0	0	0	10	0	0	10
OG0018427	0	0	0	8	0	2	10
OG0018428	0	0	0	10	0	0	10
OG0018429	0	0	0	10	0	0	10
OG0018430	0	0	0	10	0	0	10
OG0018431	0	0	0	10	0	0	10
OG0018432	0	0	0	10	0	0	10
OG0018433	0	0	0	10	0	0	10
OG0018434	0	0	0	10	0	0	10
OG0018435	0	0	0	10	0	0	10
OG0018436	0	0	0	10	0	0	10
OG0018437	0	0	0	10	0	0	10
OG0018438	0	0	0	10	0	0	10
OG0018439	0	0	0	0	2	8	10
OG0018440	0	0	0	0	10	0	10
OG0018441	0	0	0	0	10	0	10
OG0018442	0	0	0	0	10	0	10
OG0018443	0	0	0	0	10	0	10
OG0018444	0	0	0	0	10	0	10
OG0018445	0	0	0	0	9	1	10
OG0018446	0	0	0	0	6	4	10
OG0018447	0	0	0	0	10	0	10
OG0018448	0	0	0	0	10	0	10
OG0018449	0	0	0	0	10	0	10
OG0018450	0	0	0	0	10	0	10
OG0018451	0	0	0	0	10	0	10
OG0018452	0	0	0	0	10	0	10
OG0018453	0	0	0	0	10	0	10
OG0018454	0	0	0	0	10	0	10
OG0018455	0	0	0	0	2	8	10
OG0018456	0	0	0	0	10	0	10
OG0018457	0	0	0	0	0	10	10
OG0018458	0	0	0	0	0	10	10
OG0018459	0	0	0	0	0	10	10
OG0018460	0	0	0	0	0	10	10
OG0018461	0	0	0	0	0	10	10
OG0018462	0	0	0	0	0	10	10
OG0018463	0	0	0	0	0	10	10
OG0018464	0	0	0	0	0	10	10
OG0018465	0	0	0	0	0	10	10
OG0018466	0	0	0	0	0	10	10
OG0018467	0	0	0	0	0	10	10
OG0018468	0	0	0	0	0	10	10
OG0018469	0	0	0	0	0	10	10
OG0018470	0	0	0	0	0	10	10
OG0018471	0	0	0	0	0	10	10
OG0018472	0	0	0	0	0	10	10
OG0018473	0	0	0	0	0	10	10
OG0018474	0	0	0	0	0	10	10
OG0018475	0	0	0	0	0	10	10
OG0018476	0	0	0	0	0	10	10
OG0018477	0	0	0	0	0	10	10
OG0018478	0	0	0	0	0	10	10
OG0018479	0	0	0	0	0	10	10
OG0018480	0	0	0	0	0	10	10
OG0018481	0	0	0	0	0	10	10
OG0018482	0	0	0	0	0	10	10
OG0018483	0	0	0	0	0	10	10
OG0018484	0	0	0	0	0	10	10
OG0018485	0	0	0	0	0	10	10
OG0018486	0	0	0	0	0	10	10
OG0018487	0	0	0	0	0	10	10
OG0018488	0	0	0	0	0	10	10
OG0018489	0	0	0	0	0	10	10
OG0018490	0	0	0	0	0	10	10
OG0018491	0	0	0	0	0	10	10
OG0018492	0	0	0	0	0	10	10
OG0018493	0	0	0	0	0	10	10
OG0018494	0	0	0	0	0	10	10
OG0018495	0	0	0	0	0	10	10
OG0018496	0	0	0	0	0	10	10
OG0018497	0	0	0	0	0	10	10
OG0018498	0	0	0	0	0	10	10
OG0018499	0	0	0	0	0	10	10
OG0018500	0	0	0	0	0	10	10
OG0018501	0	0	0	0	0	10	10
OG0018502	0	0	0	0	0	10	10
OG0018503	0	0	0	0	0	10	10
OG0018504	0	0	0	0	0	10	10
OG0018505	0	0	0	0	0	10	10
OG0018506	0	0	0	0	0	10	10
OG0018507	0	0	0	0	0	10	10
OG0018508	0	0	0	0	0	10	10
OG0018509	0	0	0	0	0	10	10
OG0018510	0	0	0	0	0	10	10
OG0018511	0	0	0	0	0	10	10
OG0018512	0	0	0	0	0	10	10
OG0018513	0	0	0	0	0	10	10
OG0018514	0	0	0	0	0	10	10
OG0018515	0	0	0	0	0	10	10
OG0018516	0	0	0	0	0	10	10
OG0018517	0	0	0	0	0	10	10
OG0018518	0	0	0	0	0	10	10
OG0018519	0	0	0	0	0	10	10
OG0018520	0	0	0	0	0	10	10
OG0018521	0	0	0	0	0	10	10
OG0018522	0	0	0	0	0	10	10
OG0018523	3	2	2	0	1	1	9
OG0018524	0	0	0	0	0	9	9
OG0018525	4	0	0	0	2	3	9
OG0018526	0	0	4	5	0	0	9
OG0018527	0	1	1	0	6	1	9
OG0018528	1	0	1	1	2	4	9
OG0018529	6	3	0	0	0	0	9
OG0018530	5	0	0	4	0	0	9
OG0018531	2	0	0	6	1	0	9
OG0018532	0	0	4	3	1	1	9
OG0018533	0	1	6	1	0	1	9
OG0018534	1	0	0	5	2	1	9
OG0018535	3	2	0	1	2	1	9
OG0018536	2	1	1	1	2	2	9
OG0018537	3	3	0	0	1	2	9
OG0018538	1	4	0	0	1	3	9
OG0018539	1	2	1	5	0	0	9
OG0018540	0	3	0	5	0	1	9
OG0018541	6	3	0	0	0	0	9
OG0018542	0	0	0	9	0	0	9
OG0018543	2	5	0	1	0	1	9
OG0018544	3	1	1	0	2	2	9
OG0018545	1	0	4	0	2	2	9
OG0018546	9	0	0	0	0	0	9
OG0018547	1	0	5	1	1	1	9
OG0018548	1	0	3	3	2	0	9
OG0018549	1	3	2	3	0	0	9
OG0018550	1	3	2	0	2	1	9
OG0018551	1	2	0	1	2	3	9
OG0018552	5	3	0	1	0	0	9
OG0018553	3	0	1	2	3	0	9
OG0018554	5	1	1	0	0	2	9
OG0018555	0	1	2	3	1	2	9
OG0018556	3	3	1	0	1	1	9
OG0018557	0	0	4	4	0	1	9
OG0018558	1	3	1	1	1	2	9
OG0018559	0	1	1	1	3	3	9
OG0018560	0	5	2	0	2	0	9
OG0018561	4	1	0	1	2	1	9
OG0018562	0	6	1	0	1	1	9
OG0018563	2	6	1	0	0	0	9
OG0018564	1	3	0	1	2	2	9
OG0018565	3	2	0	1	2	1	9
OG0018566	2	4	0	1	1	1	9
OG0018567	0	2	2	1	3	1	9
OG0018568	2	2	0	0	2	3	9
OG0018569	1	1	2	3	0	2	9
OG0018570	2	0	3	4	0	0	9
OG0018571	1	4	0	1	1	2	9
OG0018572	1	2	3	0	2	1	9
OG0018573	1	1	1	1	3	2	9
OG0018574	1	3	1	0	2	2	9
OG0018575	1	3	0	1	2	2	9
OG0018576	3	4	0	0	2	0	9
OG0018577	0	2	4	3	0	0	9
OG0018578	0	2	2	1	2	2	9
OG0018579	3	2	0	1	0	3	9
OG0018580	2	2	0	1	2	2	9
OG0018581	2	2	1	1	1	2	9
OG0018582	0	0	0	3	4	2	9
OG0018583	2	4	1	1	1	0	9
OG0018584	3	0	6	0	0	0	9
OG0018585	1	1	4	2	1	0	9
OG0018586	1	2	2	1	1	2	9
OG0018587	1	2	1	1	2	2	9
OG0018588	3	1	1	0	2	2	9
OG0018589	1	2	1	2	2	1	9
OG0018590	2	1	1	1	3	1	9
OG0018591	1	1	2	2	1	2	9
OG0018592	1	1	3	0	3	1	9
OG0018593	5	1	1	0	2	0	9
OG0018594	4	2	1	0	0	2	9
OG0018595	1	2	4	0	1	1	9
OG0018596	0	0	0	0	3	6	9
OG0018597	1	1	4	2	0	1	9
OG0018598	2	2	0	1	2	2	9
OG0018599	1	1	1	1	3	2	9
OG0018600	1	3	1	1	2	1	9
OG0018601	2	2	1	0	2	2	9
OG0018602	2	2	2	0	2	1	9
OG0018603	3	2	1	1	2	0	9
OG0018604	2	3	1	0	2	1	9
OG0018605	1	2	0	1	3	2	9
OG0018606	7	1	1	0	0	0	9
OG0018607	2	1	2	0	1	3	9
OG0018608	1	1	1	0	4	2	9
OG0018609	1	1	1	1	4	1	9
OG0018610	2	1	0	2	2	2	9
OG0018611	2	1	2	1	1	2	9
OG0018612	2	1	1	1	2	2	9
OG0018613	1	1	2	1	2	2	9
OG0018614	2	1	2	0	2	2	9
OG0018615	1	2	2	1	1	2	9
OG0018616	2	1	1	1	1	3	9
OG0018617	1	2	0	1	2	3	9
OG0018618	3	1	3	0	1	1	9
OG0018619	1	1	1	3	2	1	9
OG0018620	3	3	1	2	0	0	9
OG0018621	1	1	2	1	2	2	9
OG0018622	2	1	1	1	3	1	9
OG0018623	4	2	0	1	0	2	9
OG0018624	1	2	1	1	2	2	9
OG0018625	2	1	1	1	2	2	9
OG0018626	2	1	2	1	1	2	9
OG0018627	2	3	1	0	2	1	9
OG0018628	0	5	0	1	1	2	9
OG0018629	2	2	1	1	1	2	9
OG0018630	0	4	1	0	1	3	9
OG0018631	1	2	1	0	1	4	9
OG0018632	2	2	1	2	1	1	9
OG0018633	2	1	1	0	2	3	9
OG0018634	0	4	1	1	1	2	9
OG0018635	1	1	1	1	2	3	9
OG0018636	1	4	0	1	2	1	9
OG0018637	1	3	0	1	2	2	9
OG0018638	2	0	1	2	2	2	9
OG0018639	1	3	1	1	1	2	9
OG0018640	2	1	1	2	1	2	9
OG0018641	1	2	1	2	1	2	9
OG0018642	3	1	1	1	2	1	9
OG0018643	0	1	1	7	0	0	9
OG0018644	2	2	2	1	1	1	9
OG0018645	1	2	1	1	2	2	9
OG0018646	0	0	0	0	5	4	9
OG0018647	2	1	2	1	1	2	9
OG0018648	3	1	1	2	1	1	9
OG0018649	2	2	1	1	1	2	9
OG0018650	1	2	1	1	2	2	9
OG0018651	2	2	1	1	2	1	9
OG0018652	2	2	1	0	2	2	9
OG0018653	4	1	1	1	1	1	9
OG0018654	2	2	2	0	1	2	9
OG0018655	3	1	1	1	2	1	9
OG0018656	2	3	1	0	1	2	9
OG0018657	3	1	1	1	2	1	9
OG0018658	1	1	1	1	2	3	9
OG0018659	2	1	0	2	2	2	9
OG0018660	2	3	1	1	1	1	9
OG0018661	0	2	1	2	2	2	9
OG0018662	1	2	2	2	1	1	9
OG0018663	1	1	1	1	3	2	9
OG0018664	1	1	2	2	2	1	9
OG0018665	2	1	1	1	2	2	9
OG0018666	1	2	2	1	1	2	9
OG0018667	1	2	2	0	1	3	9
OG0018668	2	2	1	1	2	1	9
OG0018669	0	0	8	0	1	0	9
OG0018670	2	2	1	0	2	2	9
OG0018671	1	5	1	1	1	0	9
OG0018672	2	1	1	1	2	2	9
OG0018673	3	2	1	1	0	2	9
OG0018674	1	2	1	0	3	2	9
OG0018675	1	2	1	2	1	2	9
OG0018676	1	2	1	1	1	3	9
OG0018677	1	3	1	1	2	1	9
OG0018678	2	0	1	1	3	2	9
OG0018679	2	2	1	1	2	1	9
OG0018680	1	3	1	1	2	1	9
OG0018681	2	3	2	1	1	0	9
OG0018682	2	2	1	0	2	2	9
OG0018683	3	2	2	0	1	1	9
OG0018684	2	2	1	1	2	1	9
OG0018685	2	2	1	1	2	1	9
OG0018686	2	1	1	1	2	2	9
OG0018687	2	2	1	1	2	1	9
OG0018688	2	2	2	0	1	2	9
OG0018689	2	4	0	1	0	2	9
OG0018690	3	2	1	0	2	1	9
OG0018691	2	1	1	1	3	1	9
OG0018692	1	2	1	1	2	2	9
OG0018693	3	1	1	0	2	2	9
OG0018694	2	1	1	0	3	2	9
OG0018695	2	2	1	1	2	1	9
OG0018696	1	2	1	1	2	2	9
OG0018697	2	1	2	0	2	2	9
OG0018698	2	1	1	0	3	2	9
OG0018699	2	2	0	1	2	2	9
OG0018700	0	3	3	1	1	1	9
OG0018701	2	1	1	2	1	2	9
OG0018702	8	0	0	1	0	0	9
OG0018703	2	3	1	1	1	1	9
OG0018704	1	1	1	1	3	2	9
OG0018705	1	1	1	1	2	3	9
OG0018706	1	2	1	1	2	2	9
OG0018707	2	1	1	1	2	2	9
OG0018708	2	1	1	1	2	2	9
OG0018709	3	1	1	1	2	1	9
OG0018710	1	3	0	1	1	3	9
OG0018711	1	1	2	3	1	1	9
OG0018712	1	1	1	2	4	0	9
OG0018713	1	2	1	1	2	2	9
OG0018714	3	0	1	1	2	2	9
OG0018715	2	2	1	0	2	2	9
OG0018716	1	2	1	1	2	2	9
OG0018717	3	0	1	1	2	2	9
OG0018718	1	1	1	0	2	4	9
OG0018719	1	2	1	1	2	2	9
OG0018720	1	2	1	1	2	2	9
OG0018721	2	2	0	1	2	2	9
OG0018722	3	1	1	0	2	2	9
OG0018723	2	2	3	0	1	1	9
OG0018724	2	2	1	1	1	2	9
OG0018725	2	1	1	1	2	2	9
OG0018726	2	2	1	1	2	1	9
OG0018727	2	1	1	1	2	2	9
OG0018728	2	4	1	1	0	1	9
OG0018729	2	1	1	1	2	2	9
OG0018730	2	2	2	1	1	1	9
OG0018731	4	1	1	1	1	1	9
OG0018732	3	1	1	1	2	1	9
OG0018733	2	2	1	1	2	1	9
OG0018734	1	2	1	1	2	2	9
OG0018735	4	1	1	1	1	1	9
OG0018736	2	2	1	1	2	1	9
OG0018737	3	1	1	1	1	2	9
OG0018738	1	2	2	2	1	1	9
OG0018739	2	2	1	1	1	2	9
OG0018740	2	1	0	1	2	3	9
OG0018741	1	1	2	1	1	3	9
OG0018742	2	2	2	0	1	2	9
OG0018743	2	2	1	0	2	2	9
OG0018744	3	1	1	0	3	1	9
OG0018745	2	1	2	1	2	1	9
OG0018746	1	1	2	0	1	4	9
OG0018747	1	2	1	1	2	2	9
OG0018748	1	1	1	0	1	5	9
OG0018749	1	1	2	1	2	2	9
OG0018750	3	2	2	0	2	0	9
OG0018751	1	3	1	1	1	2	9
OG0018752	2	3	1	1	1	1	9
OG0018753	1	0	5	1	1	1	9
OG0018754	1	2	1	1	2	2	9
OG0018755	2	3	0	1	2	1	9
OG0018756	0	5	0	1	2	1	9
OG0018757	1	1	1	1	3	2	9
OG0018758	2	0	1	2	2	2	9
OG0018759	2	0	1	2	2	2	9
OG0018760	1	2	1	1	3	1	9
OG0018761	2	4	0	1	1	1	9
OG0018762	2	1	2	0	3	1	9
OG0018763	3	2	1	1	1	1	9
OG0018764	3	2	1	0	2	1	9
OG0018765	0	1	1	1	4	2	9
OG0018766	2	1	1	0	2	3	9
OG0018767	2	3	0	1	1	2	9
OG0018768	1	3	1	0	1	3	9
OG0018769	2	1	1	1	2	2	9
OG0018770	2	1	1	1	2	2	9
OG0018771	1	0	1	1	2	4	9
OG0018772	5	1	0	1	1	1	9
OG0018773	2	2	1	0	2	2	9
OG0018774	2	1	1	1	1	3	9
OG0018775	2	2	0	1	2	2	9
OG0018776	1	3	0	1	2	2	9
OG0018777	2	2	1	1	1	2	9
OG0018778	4	1	1	1	1	1	9
OG0018779	2	1	1	2	2	1	9
OG0018780	2	3	1	1	1	1	9
OG0018781	1	3	1	2	0	2	9
OG0018782	2	1	1	2	2	1	9
OG0018783	2	3	1	0	2	1	9
OG0018784	1	2	1	1	2	2	9
OG0018785	3	1	0	1	3	1	9
OG0018786	0	1	2	2	2	2	9
OG0018787	1	1	1	1	2	3	9
OG0018788	2	3	1	1	2	0	9
OG0018789	2	1	1	1	2	2	9
OG0018790	2	1	4	1	0	1	9
OG0018791	2	1	1	2	2	1	9
OG0018792	4	2	0	0	2	1	9
OG0018793	2	1	1	1	2	2	9
OG0018794	1	3	1	1	2	1	9
OG0018795	1	2	1	1	2	2	9
OG0018796	2	4	0	0	2	1	9
OG0018797	2	3	0	0	1	3	9
OG0018798	1	1	1	1	3	2	9
OG0018799	3	3	0	0	3	0	9
OG0018800	9	0	0	0	0	0	9
OG0018801	2	1	2	2	1	1	9
OG0018802	2	1	1	1	2	2	9
OG0018803	2	0	1	1	2	3	9
OG0018804	3	1	1	1	2	1	9
OG0018805	1	2	3	1	1	1	9
OG0018806	2	1	2	1	1	2	9
OG0018807	2	2	1	0	2	2	9
OG0018808	2	1	1	1	2	2	9
OG0018809	3	2	3	0	1	0	9
OG0018810	2	2	1	0	2	2	9
OG0018811	1	2	1	1	2	2	9
OG0018812	2	1	1	1	2	2	9
OG0018813	2	1	0	1	3	2	9
OG0018814	2	2	1	0	2	2	9
OG0018815	4	2	0	0	1	2	9
OG0018816	2	2	1	1	2	1	9
OG0018817	2	1	1	1	2	2	9
OG0018818	2	2	1	1	1	2	9
OG0018819	2	2	1	1	1	2	9
OG0018820	2	1	1	1	2	2	9
OG0018821	2	2	2	1	0	2	9
OG0018822	2	2	0	0	1	4	9
OG0018823	2	3	0	0	1	3	9
OG0018824	2	2	0	1	3	1	9
OG0018825	2	4	1	1	1	0	9
OG0018826	1	0	2	2	2	2	9
OG0018827	1	1	1	1	3	2	9
OG0018828	4	3	0	0	1	1	9
OG0018829	7	2	0	0	0	0	9
OG0018830	3	4	0	0	1	1	9
OG0018831	3	1	2	0	2	1	9
OG0018832	2	2	1	0	2	2	9
OG0018833	1	4	1	1	1	1	9
OG0018834	2	1	1	1	2	2	9
OG0018835	2	1	2	1	1	2	9
OG0018836	1	2	1	1	2	2	9
OG0018837	1	1	0	0	3	4	9
OG0018838	1	1	3	1	2	1	9
OG0018839	2	2	1	1	1	2	9
OG0018840	3	4	0	0	1	1	9
OG0018841	2	1	1	1	2	2	9
OG0018842	2	2	1	1	2	1	9
OG0018843	1	3	1	1	2	1	9
OG0018844	1	3	1	2	0	2	9
OG0018845	1	2	2	0	1	3	9
OG0018846	1	1	0	0	3	4	9
OG0018847	2	1	1	1	2	2	9
OG0018848	1	1	1	2	2	2	9
OG0018849	2	2	1	1	1	2	9
OG0018850	1	1	1	1	1	4	9
OG0018851	3	2	0	0	1	3	9
OG0018852	2	2	1	1	2	1	9
OG0018853	1	2	1	3	1	1	9
OG0018854	2	1	3	2	0	1	9
OG0018855	2	2	1	1	2	1	9
OG0018856	1	4	1	0	1	2	9
OG0018857	2	1	1	1	2	2	9
OG0018858	2	1	2	0	2	2	9
OG0018859	2	2	2	1	1	1	9
OG0018860	1	1	3	1	1	2	9
OG0018861	2	1	1	1	2	2	9
OG0018862	6	1	0	0	0	2	9
OG0018863	1	2	1	1	2	2	9
OG0018864	1	2	1	1	2	2	9
OG0018865	2	2	1	0	2	2	9
OG0018866	2	1	1	1	2	2	9
OG0018867	2	2	1	1	1	2	9
OG0018868	2	2	0	0	2	3	9
OG0018869	2	2	1	1	2	1	9
OG0018870	2	1	1	1	2	2	9
OG0018871	3	2	1	1	1	1	9
OG0018872	4	1	0	0	2	2	9
OG0018873	2	2	1	0	2	2	9
OG0018874	1	3	1	1	1	2	9
OG0018875	2	2	1	0	2	2	9
OG0018876	1	2	1	1	2	2	9
OG0018877	2	2	1	1	1	2	9
OG0018878	2	4	0	0	2	1	9
OG0018879	1	2	2	1	1	2	9
OG0018880	2	3	0	0	2	2	9
OG0018881	2	1	2	1	1	2	9
OG0018882	3	2	0	0	2	2	9
OG0018883	2	1	1	2	1	2	9
OG0018884	2	1	1	1	2	2	9
OG0018885	2	3	1	1	2	0	9
OG0018886	2	2	1	1	2	1	9
OG0018887	1	2	1	1	2	2	9
OG0018888	2	1	1	1	2	2	9
OG0018889	1	3	1	1	2	1	9
OG0018890	3	0	1	1	1	3	9
OG0018891	3	0	1	1	2	2	9
OG0018892	1	2	1	1	2	2	9
OG0018893	4	2	0	0	2	1	9
OG0018894	1	2	1	1	2	2	9
OG0018895	1	2	1	2	2	1	9
OG0018896	2	2	1	1	2	1	9
OG0018897	4	1	1	1	1	1	9
OG0018898	3	2	1	1	0	2	9
OG0018899	3	1	1	1	2	1	9
OG0018900	3	1	1	1	1	2	9
OG0018901	3	1	1	0	2	2	9
OG0018902	2	6	0	1	0	0	9
OG0018903	2	2	1	1	2	1	9
OG0018904	3	1	1	1	2	1	9
OG0018905	2	5	0	0	1	1	9
OG0018906	4	1	1	1	1	1	9
OG0018907	2	1	1	1	2	2	9
OG0018908	1	1	1	2	2	2	9
OG0018909	1	5	0	0	3	0	9
OG0018910	1	1	1	1	2	3	9
OG0018911	1	3	1	1	1	2	9
OG0018912	4	1	1	1	1	1	9
OG0018913	2	5	0	0	0	2	9
OG0018914	3	1	1	1	2	1	9
OG0018915	2	2	1	1	1	2	9
OG0018916	2	2	1	1	2	1	9
OG0018917	2	0	0	0	3	4	9
OG0018918	3	6	0	0	0	0	9
OG0018919	1	2	1	1	2	2	9
OG0018920	2	3	0	0	2	2	9
OG0018921	2	2	1	1	2	1	9
OG0018922	2	2	1	1	2	1	9
OG0018923	1	2	2	2	1	1	9
OG0018924	9	0	0	0	0	0	9
OG0018925	2	2	2	1	1	1	9
OG0018926	1	1	1	1	3	2	9
OG0018927	4	0	0	1	3	1	9
OG0018928	1	3	1	0	2	2	9
OG0018929	2	2	1	1	2	1	9
OG0018930	2	2	1	1	1	2	9
OG0018931	1	1	0	0	4	3	9
OG0018932	1	2	1	1	2	2	9
OG0018933	1	2	1	1	2	2	9
OG0018934	1	1	1	3	2	1	9
OG0018935	3	1	2	0	1	2	9
OG0018936	1	3	1	1	2	1	9
OG0018937	3	1	1	2	1	1	9
OG0018938	2	3	1	0	2	1	9
OG0018939	1	2	0	0	3	3	9
OG0018940	2	2	1	1	2	1	9
OG0018941	2	1	1	1	2	2	9
OG0018942	2	5	0	0	1	1	9
OG0018943	4	2	1	0	1	1	9
OG0018944	1	2	1	1	2	2	9
OG0018945	7	2	0	0	0	0	9
OG0018946	3	2	0	0	2	2	9
OG0018947	3	3	0	0	2	1	9
OG0018948	2	4	1	0	1	1	9
OG0018949	2	2	1	1	2	1	9
OG0018950	1	8	0	0	0	0	9
OG0018951	2	2	1	1	2	1	9
OG0018952	1	1	4	0	1	2	9
